COLOR,W1,W2,W3,W4,W5,version
R,445.60759675346947,359.5538713039517,49999978.87492268,319.77769257446965,319.77769257446965,107
G,440.1269454834337,355.36688860335136,49999977.92425597,346.76510183781267,346.76510183781267,107
B,452.71265927036376,356.5887463595695,49999973.06292833,304.7942458303221,304.7942458303221,107
R,445.6078071947205,359.55349512335283,49999978.87492268,319.7771399315525,319.7771399315525,108
G,438.70593322611916,357.8688978712314,49999976.69391474,351.2347302714519,351.2347302714519,108
B,451.29806209553584,359.2264850925527,49999972.80792832,307.0228876119209,307.0228876119209,108
G,438.70607583620597,357.8686191909781,49999976.69391474,351.234419443139,351.234419443139,109
R,444.4973067712927,361.4472819482562,49999978.30895768,322.30753887035434,322.30753887035434,109
B,450.0041394135106,361.1652129977377,49999971.81616389,310.62362825025815,310.62362825025815,109
G,438.7062572450457,357.868365688729,49999976.69391474,351.2340515852936,351.2340515852936,110
R,443.90996655162246,365.3079853760397,49999977.89299268,325.01884783251353,325.01884783251353,110
B,448.52166897392283,364.62992454357567,49999971.81616389,314.96341580110766,314.96341580110766,110
B,448.5218099553865,364.6296425796749,49999971.81616389,314.96313306702365,314.96313306702365,111
R,443.6833131043017,367.0209589100608,49999976.60069119,325.5423270245471,325.5423270245471,111
G,437.6542813971406,358.528833308418,49999975.31409319,357.1424900838552,357.1424900838552,111
G,437.6544592042114,358.52858490097253,49999975.31409319,357.1421283374111,357.1421283374111,112
R,443.09597478323195,370.88165877749293,49999976.18472619,328.2536310741356,328.2536310741356,112
B,447.03926477799286,368.0942465492621,49999971.81616389,319.3027457621497,319.3027457621497,112
G,437.6546618442675,358.52834965447164,49999975.31409319,357.14190454151594,357.14190454151594,113
R,440.9491583932824,373.2222280973551,49999976.18472619,331.1221921838641,331.1221921838641,113
B,446.5423359406652,371.7153374256378,49999971.31619675,322.2184689331258,322.2184689331258,113
G,437.6548393991588,358.52808334221214,49999975.31409319,357.14160632226685,357.14160632226685,114
R,440.15496044680685,375.9411292452227,49999975.7135502,333.7663131266683,333.7663131266683,114
B,445.99484179431016,374.6931745830809,49999970.33874734,324.68110890960975,324.68110890960975,114
R,440.15527422002015,375.94086033646073,49999975.7135502,333.7656435823086,333.7656435823086,115
G,436.4393323652507,361.654797127035,49999974.83426999,359.9090581523326,359.9090581523326,115
B,445.1921725635666,378.1108494041363,49999969.84566798,324.50985234577746,324.50985234577746,115
R,440.1555233613229,375.94050570969864,49999975.7135502,333.7649117942133,333.7649117942133,116
G,435.20609361744096,365.73758730011264,49999974.83426999,362.8922484274392,362.8922484274392,116
B,444.39740867903464,381.15870018590795,49999968.60481649,325.5212521168106,325.5212521168106,116
B,444.3976037512692,381.1583746051732,49999968.60481649,325.52095098414793,325.52095098414793,117
R,439.5444095623907,378.7820402542893,49999975.22343684,336.05707514062686,336.05707514062686,117
G,433.96308289759116,367.9553939312165,49999973.95548314,367.7049075001543,367.7049075001543,117
G,433.963260435095,367.9551474671353,49999973.95548314,367.7045496617922,367.7045496617922,118
R,437.80171741542097,381.14756589028974,49999974.96843685,339.3511410170342,339.3511410170342,118
B,442.6837418190986,383.91450267936796,49999968.2763165,328.58177207647253,328.58177207647253,118
R,437.8019701991434,381.14720655587547,49999974.96843685,339.35036920372016,339.35036920372016,119
G,432.73001889256346,372.037940736472,49999973.95548314,370.6877482470862,370.6877482470862,119
B,441.8889753367697,386.96234590321785,49999967.035465,329.5931669046042,329.5931669046042,119
R,436.8729508082795,382.11286087301545,49999974.96843685,341.47515929898253,341.47515929898253,120
G,431.85858285079553,372.3456052664463,49999973.70732815,372.2202026134227,372.2202026134227,120
B,441.4019866380555,387.8968159229837,49999966.70605337,330.6586403640321,330.6586403640321,120
R,436.8729508082795,382.11286087301545,49999974.96843685,341.47515929898253,341.47515929898253,121
G,431.85858285079553,372.3456052664463,49999973.70732815,372.2202026134227,372.2202026134227,121
B,441.4019866380555,387.8968159229837,49999966.70605337,330.6586403640321,330.6586403640321,121
R,436.8729508082795,382.11286087301545,49999974.96843685,341.47515929898253,341.47515929898253,122
G,431.85858285079553,372.3456052664463,49999973.70732815,372.2202026134227,372.2202026134227,122
B,441.4019866380555,387.8968159229837,49999966.70605337,330.6586403640321,330.6586403640321,122
R,436.8729508082795,382.11286087301545,49999974.96843685,341.47515929898253,341.47515929898253,123
G,431.85858285079553,372.3456052664463,49999973.70732815,372.2202026134227,372.2202026134227,123
B,441.4019866380555,387.8968159229837,49999966.70605337,330.6586403640321,330.6586403640321,123
R,436.8729508082795,382.11286087301545,49999974.96843685,341.47515929898253,341.47515929898253,124
G,431.85858285079553,372.3456052664463,49999973.70732815,372.2202026134227,372.2202026134227,124
B,441.4019866380555,387.8968159229837,49999966.70605337,330.6586403640321,330.6586403640321,124
R,436.8729508082795,382.11286087301545,49999974.96843685,341.47515929898253,341.47515929898253,125
G,431.85858285079553,372.3456052664463,49999973.70732815,372.2202026134227,372.2202026134227,125
B,441.4019866380555,387.8968159229837,49999966.70605337,330.6586403640321,330.6586403640321,125
R,436.8729508082795,382.11286087301545,49999974.96843685,341.47515929898253,341.47515929898253,126
G,431.85858285079553,372.3456052664463,49999973.70732815,372.2202026134227,372.2202026134227,126
B,441.4019866380555,387.8968159229837,49999966.70605337,330.6586403640321,330.6586403640321,126
R,436.8729508082795,382.11286087301545,49999974.96843685,341.47515929898253,341.47515929898253,127
G,431.85858285079553,372.3456052664463,49999973.70732815,372.2202026134227,372.2202026134227,127
B,441.4019866380555,387.8968159229837,49999966.70605337,330.6586403640321,330.6586403640321,127
B,441.4021278436564,387.8965335106862,49999966.70605337,330.6583317495486,330.6583317495486,128
R,433.91435696753405,383.50805193410883,49999974.96843685,345.05951385497497,345.05951385497497,128
G,430.94100323085456,375.9052860327472,49999973.32737815,377.22357955477327,377.22357955477327,128
B,441.40226904947883,387.896251098492,49999966.70605337,330.65802313428554,330.65802313428554,129
R,432.5840595040605,386.092670156029,49999974.49726085,349.90579922884405,349.90579922884405,129
G,428.151719276377,377.2058488155428,49999973.32737815,378.98145698871775,378.98145698871775,129
G,428.1518564088911,377.20557856313417,49999973.32737815,378.9811559880951,378.9811559880951,130
R,432.3719154523108,388.93112602391784,49999973.58490937,350.7331712605973,350.7331712605973,130
B,440.8291499827008,390.47690830752083,49999965.71428894,333.36440575049585,333.36440575049585,130
R,431.7077792099138,390.24705045067884,49999973.58490937,351.77097949181547,351.77097949181547,131
G,427.5371627093071,378.39143595895416,49999973.32737815,380.1293633475917,380.1293633475917,131
B,440.01902070923853,391.6385642992424,49999965.71428894,334.36349724887793,334.36349724887793,131
R,431.7080313147394,390.24668686444926,49999973.58490937,351.7700400708657,351.7700400708657,132
G,426.30391662997886,382.47423228537707,49999973.32737815,383.11257527900983,383.11257527900983,132
B,439.2242513481352,394.6863992644588,49999964.47343744,335.37487477922815,335.37487477922815,132
G,426.3040938578218,382.47398682943236,49999973.32737815,383.1122144125408,383.1122144125408,133
R,431.12069111668274,394.10738881564316,49999973.16894437,354.48134555931085,354.48134555931085,133
B,437.7414650978296,398.15075708586136,49999964.47343744,339.71388170431703,339.71388170431703,133
R,430.3273264669445,395.2050914370853,49999973.16894437,355.5243847447459,355.5243847447459,134
G,425.3881038804402,383.4334234859365,49999973.32737815,384.2002923975805,384.2002923975805,134
B,436.6072911160912,399.0094476534172,49999964.47343744,340.8927074516767,340.8927074516767,134
R,430.32758706198905,395.2048098959025,49999973.16894437,355.5240633756777,355.5240633756777,135
G,424.8536161720131,386.10758504831057,49999972.34775044,386.59751306654886,386.59751306654886,135
B,436.0227949176745,401.5852519854055,49999963.47856117,343.39296265847605,343.39296265847605,135
G,424.8537530850113,386.1073132417041,49999972.34775044,386.59721078062864,386.59721078062864,136
R,430.16098882832665,397.9037191895831,49999972.23029833,356.26249091399114,356.26249091399114,136
B,435.4464589799914,403.96640486725454,49999962.48432607,346.23547799093734,346.23547799093734,136
R,430.1612525963166,397.9033322827877,49999972.23029833,356.2612380438983,356.2612380438983,137
G,424.02653079329286,389.3132404605664,49999971.86792725,389.6012036230731,389.6012036230731,137
B,434.39126451006035,406.5079308374224,49999961.49154431,348.5483610727628,348.5483610727628,137
G,424.0267078630661,389.31299514004746,49999971.86792725,389.60084016138916,389.60084016138916,138
R,428.0827488692265,399.05195855795984,49999971.74018496,360.211716264442,360.211716264442,138
B,433.5397073126936,408.812872203104,49999960.52160775,351.13383921611023,351.13383921611023,138
R,428.015837359302,399.9411482667466,49999971.57464867,360.76883144144784,360.76883144144784,139
G,423.2214810209673,389.53881347811966,49999971.53577289,390.8170765997008,390.8170765997008,139
B,433.2101978007176,409.5056987259613,49999960.041677296,352.81820901494916,352.81820901494916,139
R,428.015837359302,399.9411482667466,49999971.57464867,360.76883144144784,360.76883144144784,140
G,423.2214810209673,389.53881347811966,49999971.53577289,390.8170765997008,390.8170765997008,140
B,433.2101978007176,409.5056987259613,49999960.041677296,352.81820901494916,352.81820901494916,140
R,428.015837359302,399.9411482667466,49999971.57464867,360.76883144144784,360.76883144144784,141
G,423.2214810209673,389.53881347811966,49999971.53577289,390.8170765997008,390.8170765997008,141
B,433.2101978007176,409.5056987259613,49999960.041677296,352.81820901494916,352.81820901494916,141
R,428.015837359302,399.9411482667466,49999971.57464867,360.76883144144784,360.76883144144784,142
G,423.2214810209673,389.53881347811966,49999971.53577289,390.8170765997008,390.8170765997008,142
B,433.2101978007176,409.5056987259613,49999960.041677296,352.81820901494916,352.81820901494916,142
R,428.015837359302,399.9411482667466,49999971.57464867,360.76883144144784,360.76883144144784,143
G,423.2214810209673,389.53881347811966,49999971.53577289,390.8170765997008,390.8170765997008,143
B,433.2101978007176,409.5056987259613,49999960.041677296,352.81820901494916,352.81820901494916,143
R,428.015837359302,399.9411482667466,49999971.57464867,360.76883144144784,360.76883144144784,144
G,423.2214810209673,389.53881347811966,49999971.53577289,390.8170765997008,390.8170765997008,144
B,433.2101978007176,409.5056987259613,49999960.041677296,352.81820901494916,352.81820901494916,144
R,428.015837359302,399.9411482667466,49999971.57464867,360.76883144144784,360.76883144144784,145
G,423.2214810209673,389.53881347811966,49999971.53577289,390.8170765997008,390.8170765997008,145
B,433.2101978007176,409.5056987259613,49999960.041677296,352.81820901494916,352.81820901494916,145
R,428.015837359302,399.9411482667466,49999971.57464867,360.76883144144784,360.76883144144784,146
G,423.2214810209673,389.53881347811966,49999971.53577289,390.8170765997008,390.8170765997008,146
B,433.2101978007176,409.5056987259613,49999960.041677296,352.81820901494916,352.81820901494916,146
R,428.015837359302,399.9411482667466,49999971.57464867,360.76883144144784,360.76883144144784,147
G,423.2214810209673,389.53881347811966,49999971.53577289,390.8170765997008,390.8170765997008,147
B,433.2101978007176,409.5056987259613,49999960.041677296,352.81820901494916,352.81820901494916,147
R,428.01607965289816,399.9408151904641,49999971.57464867,360.76847226507556,360.76847226507556,148
G,422.46699081622495,392.0422463342445,49999970.2862742,397.24422062213034,397.24422062213034,148
B,432.289881120923,411.87398243493965,49999959.297212295,357.6295668860704,357.6295668860704,148
G,422.46715221935636,392.04197095732104,49999970.2862742,397.2440167507481,397.2440167507481,149
R,427.31374193792533,401.8428712172074,49999970.77497268,363.59212794376174,363.59212794376174,149
B,431.5241487735577,413.81228159975853,49999958.06325671,363.5126793170549,363.5126793170549,149
R,426.6496053901948,403.15879623598846,49999970.77497268,364.62993645259735,364.62993645259735,150
G,421.8525053187624,393.22769290916773,49999970.2862742,398.3926070146138,398.3926070146138,150
B,430.7140209388368,414.9739488539537,49999958.06325671,364.5117871928933,364.5117871928933,150
G,421.8526667275769,393.2274172906073,49999970.2862742,398.39240379605593,398.39240379605593,151
R,425.94728773744276,405.0608121382903,49999969.97529668,367.45444136873385,367.45444136873385,151
B,429.94828524265296,416.91225471640996,49999956.82930112,370.39489754668745,370.39489754668745,151
R,425.9475866196576,405.0603562063412,49999969.97529668,367.4519420988952,367.4519420988952,152
G,420.6194148000973,397.31022052369315,49999970.2862742,401.37563447201006,401.37563447201006,152
B,429.1534985173183,419.9600992549656,49999955.58844963,371.40624373181254,371.40624373181254,152
R,425.9478842780245,405.05989918036585,49999969.97529668,367.4494407779539,367.4494407779539,153
G,419.38615942633936,401.3930237904531,49999970.2862742,404.3588754029065,404.3588754029065,153
B,428.3587123308038,423.00793797016405,49999954.34759814,372.4175559186093,372.4175559186093,153
R,425.94818193606216,405.05944215035964,49999969.97529668,367.44693942647046,367.44693942647046,154
G,418.92208417681184,404.11575149179214,49999969.30882479,403.6812783795714,403.6812783795714,154
B,427.30092362946135,425.02331642927254,49999953.35491774,374.6840272057058,374.6840272057058,154
G,418.9222481413702,404.11546879600365,49999969.30882479,403.6810766800018,403.6810766800018,155
R,425.24588167392136,406.9614232714391,49999969.17562069,370.27194983418815,370.27194983418815,155
B,426.5351882790649,426.96162160015365,49999952.12096215,380.5672162191339,380.5672162191339,155
R,425.24621682097535,406.9608941887562,49999969.17562069,370.26821488574234,370.26821488574234,156
G,417.68898490902495,408.19826902770495,49999969.30882479,406.6643394378111,406.6643394378111,156
B,425.7403987595063,430.0094607099334,49999950.88011066,381.57849528057403,381.57849528057403,156
R,424.9991797474791,406.6208667812557,49999969.17562069,370.4499094497877,370.4499094497877,157
G,416.1474362342771,409.3871610481947,49999968.39978043,409.3034668871598,409.3034668871598,157
B,425.73925706890884,432.6043857487153,49999949.38056548,381.58831920360063,381.58831920360063,157
R,424.99950479041354,406.6203507743135,49999969.17562069,370.4464743024809,370.4464743024809,158
G,415.14216161886094,410.8780775736248,49999967.03911634,413.9304406162928,413.9304406162928,158
B,424.4429482245862,433.7589528288112,49999948.44191943,384.46373749720595,384.46373749720595,158
R,424.99969471590964,406.6199709213932,49999969.17562069,370.44620181475324,370.44620181475324,159
G,414.3851488937059,412.7302415053798,49999966.23079315,416.3211423573711,416.3211423573711,159
B,423.551563402787,435.4648329648385,49999947.21698287,389.4921706597588,389.4921706597588,159
G,414.36061685049685,412.59928228560636,49999966.23079315,416.11077849970286,416.11077849970286,160
R,424.7526978332192,408.9767286352976,49999968.30051514,370.8986845475983,370.8986845475983,160
B,422.48513390451967,437.0556333830162,49999945.90074329,394.39537677710433,394.39537677710433,160
G,414.33609063851617,412.4683398164932,49999966.23079315,416.3002850209229,416.3002850209229,161
R,424.0530068359687,411.5579066491298,49999967.47282936,373.3150008136956,373.3150008136956,161
B,421.231929997782,439.1572188309022,49999944.90579606,397.8724982229764,397.8724982229764,161
B,421.2321113248551,439.1569624215371,49999944.90579606,397.87219004829,397.87219004829,162
R,423.0290760085303,414.87577705849935,49999967.47282936,375.1261342484568,375.1261342484568,162
G,412.9318846361074,415.09895620207016,49999965.49596995,418.16260377860635,418.16260377860635,162
R,423.02926902265153,414.87539102832886,49999967.47282936,375.12585986991087,375.12585986991087,163
G,412.1748719300897,416.9511191161737,49999964.68764675,420.55330744759283,420.55330744759283,163
B,420.3407205246096,440.86285292103173,49999943.6808595,402.900634376377,402.900634376377,163
R,423.02946203663726,414.87500499842963,49999967.47282936,375.12558549146337,375.12558549146337,164
G,411.41785887778815,418.80328230300887,49999963.87932356,422.9440127114611,422.9440127114611,164
B,419.44932737489296,442.5687475032408,49999942.45592294,407.92908311877227,407.92908311877227,164
R,423.02965505048735,414.87461896880166,49999967.47282936,375.1253111131143,375.1253111131143,165
G,410.66084548059496,420.6554457617033,49999963.07100036,425.33471953905416,425.33471953905416,165
B,418.5579319419721,444.2746460497737,49999941.23098638,412.95753614613886,412.95753614613886,165
B,418.2325272166471,443.87292717173636,49999941.23098638,412.9639022018293,412.9639022018293,166
R,421.7083260121838,416.6992497741956,49999967.00165337,376.90620901249537,376.90620901249537,166
G,410.0643325446411,423.1993626104155,49999962.08427811,428.42028149760336,428.42028149760336,166
R,421.64122348262214,416.5715371056504,49999967.00165337,376.7947281849701,376.7947281849701,167
G,409.4116625337833,425.9109925974672,49999961.11476377,430.99537751851165,430.99537751851165,167
B,418.20187987265365,447.19738425146653,49999940.25232634,413.12808199766533,413.12808199766533,167
B,418.20200227056466,447.1971394543967,49999940.25232634,413.12783639556125,413.12783639556125,168
R,419.7189077493742,418.3835953067513,49999966.74665336,378.50403707522287,378.50403707522287,168
G,408.48112021712006,428.31570202439246,49999960.21476542,437.29836007366987,437.29836007366987,168
R,419.719101787048,418.383207229476,49999966.74665336,378.50376162924056,378.50376162924056,169
G,407.72410370855056,430.16786963915223,49999959.40644223,439.6890776076267,439.6890776076267,169
B,417.3106058315663,448.9030396370364,49999939.02738978,418.156291090316,418.156291090316,169
B,417.31077901984185,448.9027959369162,49999939.02738978,418.15599839969,418.15599839969,170
R,419.111147091135,421.59608341844336,49999966.33068837,378.8423863712388,378.8423863712388,170
G,406.77333981141936,432.7624720580835,49999958.59811903,442.06093291906546,442.06093291906546,170
B,417.31092407050454,448.90250582997874,49999939.02738978,418.1557635472734,418.1557635472734,171
R,416.6419315457708,422.94471467200407,49999965.73951287,380.56849407392065,380.56849407392065,171
G,406.5065411397171,436.27156959631066,49999957.71898324,442.91156242090585,442.91156242090585,171
R,416.6421287909184,422.944320179781,49999965.73951287,380.56821618309885,380.56821618309885,172
G,405.749525444534,438.12373382276456,49999956.91066004,445.3022799603859,445.3022799603859,172
B,416.41952543919314,450.6084098173149,49999937.80245322,423.18422235536553,423.18422235536553,172
G,405.7496986292462,438.1234972724528,49999956.91066004,445.301920110747,445.301920110747,173
R,415.3202487252432,425.3943850343064,49999964.76352327,383.6406744620888,383.6406744620888,173
B,414.55773491049166,453.20013405048087,49999937.80245322,425.0835426879918,425.0835426879918,173
G,405.7498718140145,438.1232607211912,49999956.91066004,445.30156026097137,445.30156026097137,174
R,413.57755866982836,427.75990306074425,49999964.50852327,386.93472776172865,386.93472776172865,174
B,412.84384090318076,455.95689264154254,49999937.47395322,428.1439255167514,428.1439255167514,174
B,412.84399602487883,455.95663259748915,49999937.47395322,428.1436477456805,428.1436477456805,175
R,411.40421467044297,430.00052925550483,49999964.50852327,389.8204730301326,389.8204730301326,175
G,404.8675104818476,440.9617312119275,49999956.05088685,447.36758405900076,447.36758405900076,175
B,412.8441669501236,455.95639225295616,49999937.47395322,428.1433590976346,428.1433590976346,176
R,410.79628011330095,433.21343895114717,49999964.09255827,390.15921743826806,390.15921743826806,176
G,403.9167449944985,443.5563302781407,49999955.24256365,449.73943943487967,449.73943943487967,176
R,410.7965492212658,433.2131154534732,49999964.09255827,390.1588197759672,390.1588197759672,177
G,402.62858989133287,444.88544958595566,49999954.26613157,451.83630893863113,451.83630893863113,177
B,412.82957746642126,458.4955084912423,49999936.48809309,428.21811982775324,428.21811982775324,177
R,410.80000703406716,433.2062786357058,49999964.09255827,390.3580389785881,390.3580389785881,178
G,401.56405806672615,447.34046843408953,49999953.77097602,454.9626347459741,454.9626347459741,178
B,412.68982943693726,461.8543044501096,49999935.5370939,429.15550728114425,429.15550728114425,178
G,401.56420231778264,447.3401876120441,49999953.77097602,454.962307021112,454.962307021112,179
R,407.6619282594153,434.1861866991031,49999964.09255827,392.88093046033936,392.88093046033936,179
B,412.6470274311705,465.94202588402186,49999934.54638833,429.40912045722274,429.40912045722274,179
G,401.56434656885284,447.3399067899772,49999953.77097602,454.9619792962448,454.9619792962448,180
R,404.52385848799577,435.16610472001287,49999964.09255827,395.4038436111705,395.4038436111705,180
B,412.6042270181942,470.02974413235313,49999933.55568276,429.6627334789161,429.6627334789161,180
R,404.524056739962,435.16570821415263,49999964.09255827,395.4035634578515,395.4035634578515,181
G,400.8073302363021,449.1920698783531,49999952.96265282,457.35270111010004,457.35270111010004,181
B,411.7128312484342,471.7356424943417,49999932.3307462,434.6911855873557,434.6911855873557,181
B,411.7130002300808,471.73539178105995,49999932.3307462,434.6908962044831,434.6908962044831,182
R,403.0867338371831,438.65899528310683,49999964.09255827,397.8324586047329,397.8324586047329,182
G,398.37158880460936,451.5173155498459,49999952.96265282,462.1220017884546,462.1220017884546,182
R,403.08693340385264,438.6585961478399,49999964.09255827,397.83217754734085,397.83217754734085,183
G,397.61457112951064,453.36948045066435,49999952.15432963,464.5127280635315,464.5127280635315,183
B,410.82160224746,473.4412939996624,49999931.10580964,439.7193524993293,439.7193524993293,183
R,403.0871329703576,438.658197012902,49999964.09255827,397.8318964900699,397.8318964900699,184
G,396.8575531343254,455.22164560956236,49999951.34600643,466.9034554782815,466.9034554782815,184
B,409.93020211262,475.1471999661377,49999929.88087308,444.7478128611178,444.7478128611178,184
B,409.93031971610543,475.14696475897546,49999929.88087308,444.7475768459095,444.7475768459095,185
R,402.2571184136456,441.1199671510167,49999963.48373543,399.54546298761596,399.54546298761596,185
G,395.724486681986,457.0022821879077,49999950.39500724,471.95882640366267,471.95882640366267,185
B,409.93053765142713,475.14673877871854,49999929.88087308,444.7473886627847,444.7473886627847,186
R,401.1297275312652,444.1799874066678,49999963.04255993,404.0199731748242,404.0199731748242,186
G,394.5272780581963,459.45667324935874,49999949.81150724,476.08518211063466,476.08518211063466,186
R,400.46483610294416,445.3568606848612,49999963.04255993,405.37442384874464,405.37442384874464,187
G,393.7059087772442,460.4811297362808,49999949.81150724,477.4611850320349,477.4611850320349,187
B,409.41426937525534,476.470488663285,49999929.72793213,446.674256112105,446.674256112105,187
G,393.681389959336,460.3502232343251,49999949.81150724,477.6507248611208,477.6507248611208,188
R,399.5057986433518,447.67445961170836,49999962.10219864,409.4135599090468,409.4135599090468,188
B,408.6520553372196,479.01059909649535,49999928.73298489,450.3956145395453,450.3956145395453,188
R,399.5059959666442,447.67406496319563,49999962.10219864,409.4132803563438,409.4132803563438,189
G,392.9243688509363,462.20239328216894,49999949.00318404,480.0414614462332,480.0414614462332,189
B,407.7606516359908,480.7165111994263,49999927.50804833,455.4240814946258,455.4240814946258,189
G,392.8998288289933,462.0714407710129,49999949.00318404,479.8311059714569,479.8311059714569,190
R,399.25900648171415,450.0308078815791,49999961.22709309,409.8657560242447,409.8657560242447,190
B,406.6942037809749,482.3073426697058,49999926.19180875,460.3273204247757,460.3273204247757,190
G,392.8752888688106,461.94048816295816,49999949.00318404,479.62075038342203,479.62075038342203,191
R,399.012018824953,452.38754714362483,49999960.35198755,410.31823058229116,410.31823058229116,191
B,405.6277540371801,483.8981774226871,49999924.87556917,465.23056291399695,465.23056291399695,191
R,399.01221985055395,452.38714509049487,49999960.35198755,410.3179488384902,410.3179488384902,192
G,392.1182675759847,463.79265825460215,49999948.19486085,482.0114876956632,482.0114876956632,192
B,404.7363446060228,485.60409948278397,49999923.65063261,470.25904066492376,470.25904066492376,192
B,404.7364540440292,485.60388060517164,49999923.65063261,470.25879858542436,470.25879858542436,193
R,395.9610412379359,453.8287138272129,49999960.35198755,412.87974884582803,412.87974884582803,193
G,390.61542448708315,466.8783863770019,49999948.19486085,486.36612697649656,486.36612697649656,193
B,404.73659867331,485.60363824490304,49999923.65063261,470.2585394994425,470.2585394994425,194
R,395.39276381196925,456.64447143812765,49999959.440867,415.47378402761296,415.47378402761296,194
G,389.06492480820685,468.44969763340066,49999947.55991085,490.40778082922816,490.40778082922816,194
R,395.3929650413812,456.6440689773759,49999959.440867,415.473501543852,415.473501543852,195
G,388.3079014973786,470.3018705093347,49999946.75158765,492.79852429369635,492.79852429369635,195
B,403.8451873902372,487.3095635173437,49999922.42569605,475.2870207312664,475.2870207312664,195
R,395.39316627061515,456.64366651698,49999959.440867,415.4732190602272,415.4732190602272,196
G,387.55087789117255,472.15404361687445,49999945.94326446,495.1892687313321,495.1892687313321,196
B,402.9537743016828,489.0154919193271,49999921.20075949,480.3155053532202,480.3155053532202,196
G,387.5263354281826,472.0230942303727,49999945.94326446,494.9789170967912,494.9789170967912,197
R,395.1461806916084,459.00040162351684,49999958.56576146,415.9256917972157,415.9256917972157,197
B,401.88731729814833,490.6063392624088,49999919.88451991,485.2187614828566,485.2187614828566,197
B,401.7982845846309,490.49311169655823,49999919.88451991,484.9342107791538,484.9342107791538,198
R,393.41956895085565,460.90130405342,49999958.14979646,418.68839717321634,418.68839717321634,198
G,386.93106086633486,474.5691817970003,49999944.95654221,494.95136141815897,494.95136141815897,198
R,393.4197717650284,460.9008984231464,49999958.14979646,418.688113487898,418.688113487898,199
G,386.17403820092454,476.42135210005836,49999944.14821901,497.3421038906791,497.3421038906791,199
B,400.9068681836869,492.19904583577346,49999918.65958335,489.9627016121746,489.9627016121746,199
R,393.4199745790151,460.9004927932452,49999958.14979646,418.68782980272096,418.68782980272096,200
G,385.41701524074267,478.2735226370436,49999943.33989582,499.73284730119906,499.73284730119906,200
B,400.01545010264704,493.904982881318,49999917.43464679,494.9911955908837,494.9911955908837,200
R,393.4201773928155,460.90008716371625,49999958.14979646,418.6875461176848,418.6875461176848,201
G,384.6599919874818,480.1256934064836,49999942.53157262,502.1235916369162,502.1235916369162,201
B,399.12403038168776,495.61092276179704,49999916.20971023,500.0196926371441,500.0196926371441,201
R,393.42038020642974,460.89968153455976,49999958.14979646,418.6872624327897,418.6872624327897,202
G,383.9029684428295,481.97786440690203,49999941.72324942,504.5143368853062,504.5143368853062,202
B,398.23260905955595,497.3168654084129,49999914.98477367,505.0481926756889,505.0481926756889,202
B,398.2327107094832,497.31666210882867,49999914.98477367,505.04798869510984,505.04798869510984,203
R,392.3899340945853,463.76522011234846,49999957.73383146,421.40032927045286,421.40032927045286,203
G,382.5834022193594,484.2357975945175,49999941.24342623,509.23376682693413,509.23376682693413,203
R,391.72505048882124,464.94207754222845,49999957.73383146,422.75478318546476,422.75478318546476,204
G,381.76202271928497,485.2602045452395,49999941.24342623,510.60973359707606,510.60973359707606,204
B,397.71642336716,498.6404465395261,49999914.83183272,506.97489851593866,506.97489851593866,204
R,391.72525361363296,464.9416712926822,49999957.73383146,422.75449915393364,422.75449915393364,205
G,380.6101258529097,487.3511080609897,49999940.83842623,514.1065379120652,514.1065379120652,205
B,396.7250314307089,500.94013371407027,49999913.46661381,511.8340417472708,511.8340417472708,205
G,380.6110184424231,487.3510673943705,49999940.83842623,514.106220409067,514.106220409067,206
R,390.6349429810685,466.79871429886396,49999956.90699311,424.48860918025,424.48860918025,206
B,396.15575422450274,503.39269095041305,49999912.48130752,514.7497864093214,514.7497864093214,206
B,396.15585424975893,503.3924908997091,49999912.48130752,514.7495856852736,514.7495856852736,207
R,389.8063566789466,469.2139601117614,49999956.29817026,426.51622372886476,426.51622372886476,207
G,379.4780393849612,489.1315685889206,49999939.88742703,519.1619059284488,519.1619059284488,207
R,389.80656082687074,469.2135518139852,49999956.29817026,426.51593883222483,426.51593883222483,208
G,378.7210121126988,490.983745520606,49999939.07910384,521.5526616008908,521.5526616008908,208
B,395.2644292980845,505.0984397357985,49999911.25637096,519.7780923498611,519.7780923498611,208
R,389.8067649745992,469.21314351660004,49999956.29817026,426.5156539357356,426.5156539357356,209
G,377.9639845655343,492.8359226654648,49999938.27078064,523.943418103615,523.943418103615,209
B,394.3730028655511,506.80439112620377,49999910.0314344,524.8066017766128,524.8066017766128,209
R,389.15348992355035,470.5196936186981,49999956.29817026,428.0649233256897,428.0649233256897,210
G,377.1594665457785,493.99153571560504,49999938.27078064,525.6781853810833,525.6781853810833,210
B,393.71963686111803,508.1111231350699,49999910.0314344,526.3007063534776,526.3007063534776,210
B,393.7197328784072,508.11093110052377,49999910.0314344,526.3004933603473,526.3004933603473,211
R,388.0744050690483,473.9642516702514,49999955.81229403,433.3032977907333,433.3032977907333,211
G,374.7215585209925,495.86137158877807,49999938.27078064,527.9908281659341,527.9908281659341,211
R,388.0746153346403,473.9638311368248,49999955.81229403,433.3029908138086,433.3029908138086,212
G,373.7225656294937,498.00211416339135,49999937.66195779,529.9787638779699,529.9787638779699,212
B,392.2707670621626,509.8814678617681,49999909.09278835,529.5252456509111,529.5252456509111,212
R,388.0748256000298,473.9634106038035,49999955.81229403,433.3026838370938,433.3026838370938,213
