COLOR,W1,W2,W3,W4,W5,version
R,313.29712664507105,627.6714890968999,49999928.90202797,600.2205270730498,600.2205270730498,320
G,290.0253776358326,635.2549043824556,49999905.19040163,701.7464919473375,701.7464919473375,320
B,324.06433558473657,669.6765428376202,49999858.42204634,722.9257719613518,722.9257719613518,320
R,313.29712664507105,627.6714890968999,49999928.90202797,600.2205270730498,600.2205270730498,321
G,290.0253776358326,635.2549043824556,49999905.19040163,701.7464919473375,701.7464919473375,321
B,324.06433558473657,669.6765428376202,49999858.42204634,722.9257719613518,722.9257719613518,321
R,313.29712664507105,627.6714890968999,49999928.90202797,600.2205270730498,600.2205270730498,322
G,290.0253776358326,635.2549043824556,49999905.19040163,701.7464919473375,701.7464919473375,322
B,324.06433558473657,669.6765428376202,49999858.42204634,722.9257719613518,722.9257719613518,322
R,313.29712664507105,627.6714890968999,49999928.90202797,600.2205270730498,600.2205270730498,323
G,290.0253776358326,635.2549043824556,49999905.19040163,701.7464919473375,701.7464919473375,323
B,324.06433558473657,669.6765428376202,49999858.42204634,722.9257719613518,722.9257719613518,323
R,313.29712664507105,627.6714890968999,49999928.90202797,600.2205270730498,600.2205270730498,324
G,290.0253776358326,635.2549043824556,49999905.19040163,701.7464919473375,701.7464919473375,324
B,324.06433558473657,669.6765428376202,49999858.42204634,722.9257719613518,722.9257719613518,324
R,313.29712664507105,627.6714890968999,49999928.90202797,600.2205270730498,600.2205270730498,325
G,290.0253776358326,635.2549043824556,49999905.19040163,701.7464919473375,701.7464919473375,325
B,324.06433558473657,669.6765428376202,49999858.42204634,722.9257719613518,722.9257719613518,325
R,313.29712664507105,627.6714890968999,49999928.90202797,600.2205270730498,600.2205270730498,326
G,290.0253776358326,635.2549043824556,49999905.19040163,701.7464919473375,701.7464919473375,326
B,324.06433558473657,669.6765428376202,49999858.42204634,722.9257719613518,722.9257719613518,326
R,313.29712664507105,627.6714890968999,49999928.90202797,600.2205270730498,600.2205270730498,327
G,290.0253776358326,635.2549043824556,49999905.19040163,701.7464919473375,701.7464919473375,327
B,324.06433558473657,669.6765428376202,49999858.42204634,722.9257719613518,722.9257719613518,327
R,312.6323324255578,628.8481621609876,49999928.90202797,601.5750469986327,601.5750469986327,328
G,289.26172040034226,636.1900502016807,49999905.19040163,703.1075398968981,703.1075398968981,328
B,323.5480245464456,671.0003686987977,49999858.26910539,724.8527309621129,724.8527309621129,328
G,289.21682082754313,636.0814575696413,49999905.19040163,703.2879495946132,703.2879495946132,329
R,312.01882576181936,631.2567116852101,49999927.91011176,604.7527525623608,604.7527525623608,329
B,323.5331940552698,674.0114730332623,49999857.27659598,724.8966239298886,724.8966239298886,329
G,289.21701846123767,636.0813027471205,49999905.19040163,703.2876857476626,703.2876857476626,330
R,311.40906239931564,633.1412337644517,49999926.92484285,607.1305595139654,607.1305595139654,330
B,323.00460029703606,676.1016498016426,49999856.30543125,727.4353720138232,727.4353720138232,330
